行業別大類,行業別中類,行業別小類,月份,用電量
K.金融及保險業,65 保險業,654 退休基金,06,0
K.金融及保險業,65 保險業,655 保險輔助業,06,1019786
K.金融及保險業,66 證券期貨及金融輔助業,661 證券業,06,7168972
K.金融及保險業,66 證券期貨及金融輔助業,662 期貨業,06,166210
K.金融及保險業,66 證券期貨及金融輔助業,664 基金管理業,06,208880
K.金融及保險業,66 證券期貨及金融輔助業,669 其他金融輔助業,06,3202494
L.不動產業,67 不動產開發業,,06,50897423
L.不動產業,68 不動產經營及相關服務業,681 不動產經營業,06,44254804
L.不動產業,68 不動產經營及相關服務業,689 其他不動產業,06,7891497
M.專業、科學及技術服務業,69 法律及會計服務業,691 法律服務業,06,3583281
M.專業、科學及技術服務業,69 法律及會計服務業,692 會計服務業,06,1135179
M.專業、科學及技術服務業,70 企業總管理機構及管理顧問業,701 企業總管理機構,06,48044506
M.專業、科學及技術服務業,70 企業總管理機構及管理顧問業,702 管理顧問業,06,4621111
M.專業、科學及技術服務業,71 建築、工程服務及技術檢測、分析服務業,711 建築、工程服務及相關技術顧問業,06,6150469
M.專業、科學及技術服務業,71 建築、工程服務及技術檢測、分析服務業,712 技術檢測及分析服務業,06,9526869
M.專業、科學及技術服務業,72 研究發展服務業,721 自然及工程科學研究發展服務業,06,10055617
M.專業、科學及技術服務業,72 研究發展服務業,722 社會及人文科學研究發展服務業,06,105860
M.專業、科學及技術服務業,72 研究發展服務業,723 綜合研究發展服務業,06,5650360
M.專業、科學及技術服務業,73 廣告業及市場研究業,731 廣告業,06,852160
M.專業、科學及技術服務業,73 廣告業及市場研究業,732 市場研究及民意調查業,06,130520
M.專業、科學及技術服務業,74 專門設計業,,06,751403
M.專業、科學及技術服務業,75 獸醫業,,06,687780
M.專業、科學及技術服務業,76 其他專業、科學及技術服務業,,06,3558377
N.支援服務業,77 租賃業,771 機械設備租賃業,06,1486833
N.支援服務業,77 租賃業,772 運輸工具租賃業,06,152783
N.支援服務業,77 租賃業,773 個人及家庭用品租賃業,06,15736960
N.支援服務業,77 租賃業,774 智慧財產租賃業,06,38485
N.支援服務業,78 人力仲介及供應業,781 人力仲介業,06,1341451
N.支援服務業,78 人力仲介及供應業,782 人力供應業,06,550165
N.支援服務業,79 旅行及相關服務業,,06,2342263
N.支援服務業,80 保全及偵探業,,06,1034992
N.支援服務業,81 建築物及綠化服務業,811 複合支援服務業,06,297139
N.支援服務業,81 建築物及綠化服務業,812 清潔服務業,06,24924654
N.支援服務業,81 建築物及綠化服務業,813 綠化服務業,06,47812
N.支援服務業,82 行政支援服務業,,06,3215229
O.公共行政及國防；強制性社會安全,83 公共行政及國防；強制性社會安全,831 公共行政,06,106958261
O.公共行政及國防；強制性社會安全,83 公共行政及國防；強制性社會安全,832 國防事務,06,70471533
O.公共行政及國防；強制性社會安全,83 公共行政及國防；強制性社會安全,833 強制性社會安全事務,06,589080
O.公共行政及國防；強制性社會安全,84 國際組織及外國機構,,06,1252273
P.教育業,85 教育業,851 學前教育,06,2745066
P.教育業,85 教育業,852 小學教育,06,24249069
P.教育業,85 教育業,853 國民中學教育,06,30945921
P.教育業,85 教育業,854 高級中等教育,06,37524148
P.教育業,85 教育業,855 大專校院,06,206371337
P.教育業,85 教育業,856 特殊教育學校,06,109548
P.教育業,85 教育業,858 教育輔助業,06,23727
P.教育業,85 教育業,859 其他教育業,06,24545708
Q.醫療保健及社會工作服務業,86 醫療保健業,861 醫院,06,229644559
Q.醫療保健及社會工作服務業,86 醫療保健業,862 診所,06,20641333
Q.醫療保健及社會工作服務業,86 醫療保健業,869 其他醫療保健業,06,15008151
Q.醫療保健及社會工作服務業,87 居住型照顧服務業,,06,22600474
Q.醫療保健及社會工作服務業,88 其他社會工作服務業,,06,10803355
R.藝術、娛樂及休閒服務業,90 創作及藝術表演業,901 創作業,06,553080
R.藝術、娛樂及休閒服務業,90 創作及藝術表演業,902 藝術表演業,06,893832
R.藝術、娛樂及休閒服務業,90 創作及藝術表演業,903 創作及藝術表演輔助業,06,6057679
R.藝術、娛樂及休閒服務業,91 圖書館、檔案保存、博物館及類似機構,,06,17423056
R.藝術、娛樂及休閒服務業,92 博弈業,,06,78155
R.藝術、娛樂及休閒服務業,93 運動、娛樂及休閒服務業,931 運動服務業,06,27174582
R.藝術、娛樂及休閒服務業,93 運動、娛樂及休閒服務業,932 娛樂及休閒服務業,06,36713842
S.其他服務業,94 宗教、職業及類似組織,941 宗教組織,06,4659926
S.其他服務業,94 宗教、職業及類似組織,942 職業團體,06,465422
S.其他服務業,94 宗教、職業及類似組織,949 其他組織,06,32903010
S.其他服務業,95 個人及家庭用品維修業,951 汽車維修及美容業,06,4993284
S.其他服務業,95 個人及家庭用品維修業,952 電腦、通訊傳播設備及電子產品維修業,06,408545
S.其他服務業,95 個人及家庭用品維修業,959 其他個人及家庭用品維修業,06,295586
S.其他服務業,96 未分類其他服務業,961 洗衣業,06,5488360
S.其他服務業,96 未分類其他服務業,962 美髮及美容美體業,06,7348637
S.其他服務業,96 未分類其他服務業,963 殯葬及相關服務業,06,4568833
S.其他服務業,96 未分類其他服務業,964 家事服務業,06,22950
S.其他服務業,96 未分類其他服務業,969 其他個人服務業,06,4421160
T.家庭(住宅用),97 住宅與公共設施,,06,195957574
U.其他不能歸類,98 其他不能歸類,,06,84481247
A.農、林、漁、牧業,01 農、牧業,011 農作物栽培業,07,42426367
A.農、林、漁、牧業,01 農、牧業,012 畜牧業,07,61307115
A.農、林、漁、牧業,01 農、牧業,013 農事及畜牧服務業,07,63028323
A.農、林、漁、牧業,02 林業,021 林業,07,176296
A.農、林、漁、牧業,03 漁業,031 漁撈業,07,128920
A.農、林、漁、牧業,03 漁業,032 水產養殖業,07,84276279
B.礦業及土石採取業,05 石油及天然氣礦業,,07,1265781
B.礦業及土石採取業,06 砂、石採取及其他礦業,,07,17373732
C.製造業,08 食品及飲料製造業,081 肉類加工及保藏業,07,38958663
C.製造業,08 食品及飲料製造業,082 水產加工及保藏業,07,17398290
C.製造業,08 食品及飲料製造業,083 蔬果加工及保藏業,07,19104764
C.製造業,08 食品及飲料製造業,084 動植物油脂製造業,07,14485442
C.製造業,08 食品及飲料製造業,085 乳品製造業,07,22693578
C.製造業,08 食品及飲料製造業,086 碾榖、磨粉及澱粉製品製造業,07,22137958
C.製造業,08 食品及飲料製造業,087 動物飼品製造業,07,36326909
C.製造業,08 食品及飲料製造業,089 其他食品製造業,07,155725312
C.製造業,09 飲料製造業,091 酒精飲料製造業,07,13973684
C.製造業,09 飲料製造業,092 非酒精飲料製造業,07,33523323
C.製造業,10 菸草製造業,,07,5238467
C.製造業,11 紡織業,111 紡紗業,07,136673441
C.製造業,11 紡織業,112 織布業,07,218234660
C.製造業,11 紡織業,113 不織布業,07,30228266
C.製造業,11 紡織業,114 染整業,07,66455626
C.製造業,11 紡織業,115 紡織品製造業,07,25218810
C.製造業,12 成衣及服飾品製造業,121 成衣製造業,07,15971893
C.製造業,12 成衣及服飾品製造業,123 服飾品製造業,07,4551758
C.製造業,13 皮革、毛皮及其製品製造業,,07,13644861
C.製造業,14 木竹製品製造業,,07,11275192
C.製造業,15 紙漿、紙及紙製品製造業,151 紙漿、紙及紙板製造業,07,98712664
C.製造業,15 紙漿、紙及紙製品製造業,152 瓦楞紙板及紙容器製造業,07,35132694
C.製造業,15 紙漿、紙及紙製品製造業,153 其他紙製品製造業,07,32885935
C.製造業,16 印刷及資料儲存媒體複製業,,07,45763324
C.製造業,17 石油及煤製品製造業,,07,158184162
C.製造業,18 化學原材料、肥料、氮化合物、塑橡膠原料及人造纖維,181 化學原材料製造業,07,453644397
C.製造業,18 化學原材料、肥料、氮化合物、塑橡膠原料及人造纖維,183 肥料及氮化合物製造業,07,14090073
C.製造業,18 化學原材料、肥料、氮化合物、塑橡膠原料及人造纖維,184 塑膠及合成橡膠原料製造業,07,198212023
C.製造業,18 化學原材料、肥料、氮化合物、塑橡膠原料及人造纖維,185 人造纖維製造業,07,125499747
C.製造業,19 其他化學製品製造業,191 農藥及環境用藥製造業,07,5581624
C.製造業,19 其他化學製品製造業,192 塗料、染料及顏料製造業,07,20069046
C.製造業,19 其他化學製品製造業,193 清潔用品及化粧品製造業,07,14277940
C.製造業,19 其他化學製品製造業,199 未分類其他化學製品製造業,07,86302159
C.製造業,20 藥品及醫用化學製品製造業,,07,79770991
C.製造業,21 橡膠製品製造業,,07,93916115
C.製造業,22 塑膠製品製造業,,07,462176305
C.製造業,23 非金屬礦物製品製造業,231 玻璃及其製品製造業,07,258582787
C.製造業,23 非金屬礦物製品製造業,232 耐火、黏土建材及其他陶瓷製品製造業,07,35039310
C.製造業,23 非金屬礦物製品製造業,233 水泥及其製品製造業,07,132125081
C.製造業,23 非金屬礦物製品製造業,234 石材製品製造業,07,9700424
C.製造業,23 非金屬礦物製品製造業,239 其他非金屬礦物製品製造業,07,38763561
C.製造業,24 基本金屬製造業,241 鋼鐵製造業,07,878996885
C.製造業,24 基本金屬製造業,242 鋁製造業,07,72791248
C.製造業,24 基本金屬製造業,243 銅製造業,07,90192277
C.製造業,24 基本金屬製造業,249 其他基本金屬製造業,07,29093845
C.製造業,25 金屬製品製造業,251 金屬刀具、手工具及模具製造業,07,98604819
C.製造業,25 金屬製品製造業,252 金屬結構及建築組件製造業,07,69094835
C.製造業,25 金屬製品製造業,253 金屬容器製造業,07,15117677
C.製造業,25 金屬製品製造業,254 金屬加工處理業,07,182648579
C.製造業,25 金屬製品製造業,259 其他金屬製品製造業,07,172271565
C.製造業,26 電子零組件製造業,261 半導體製造業,07,2403370216
C.製造業,26 電子零組件製造業,262 被動電子元件製造業,07,156548473
C.製造業,26 電子零組件製造業,263 印刷電路板製造業,07,310652570
C.製造業,26 電子零組件製造業,264 光電材料及元件製造業,07,1071050154
C.製造業,26 電子零組件製造業,269 其他電子零組件製造業,07,295185468
C.製造業,27 電腦、電子產品及光學製品製造業,271 電腦及其週邊設備製造業,07,56919315
C.製造業,27 電腦、電子產品及光學製品製造業,272 通訊傳播設備製造業,07,29150302
C.製造業,27 電腦、電子產品及光學製品製造業,273 視聽電子產品製造業,07,8519934
C.製造業,27 電腦、電子產品及光學製品製造業,274 資料儲存媒體製造業,07,24706877
C.製造業,27 電腦、電子產品及光學製品製造業,275 量測、導航、控制設備及鐘錶製造業,07,18494670
C.製造業,27 電腦、電子產品及光學製品製造業,276 輻射及電子醫學設備製造業,07,1215660
C.製造業,27 電腦、電子產品及光學製品製造業,277 光學儀器及設備製造業,07,66756489
C.製造業,28 電力設備及配備製造業,281 發電、輸電及配電機械製造業,07,24431772
C.製造業,28 電力設備及配備製造業,282 電池製造業,07,29236127
C.製造業,28 電力設備及配備製造業,283 電線及配線器材製造業,07,46718506
C.製造業,28 電力設備及配備製造業,284 照明設備及配備製造業,07,6597144
C.製造業,28 電力設備及配備製造業,285 家用電器製造業,07,19492519
C.製造業,28 電力設備及配備製造業,289 其他電力設備及配備製造業,07,105824735
C.製造業,29 機械設備製造業,291 金屬加工用機械設備製造業,07,47496985
C.製造業,29 機械設備製造業,292 其他專用機械設備製造業,07,51888420
C.製造業,29 機械設備製造業,293 通用機械設備製造業,07,107318798
C.製造業,30 汽車及其零件製造業,301 汽車製造業,07,15611762
C.製造業,30 汽車及其零件製造業,302 車體製造業,07,1773809
C.製造業,30 汽車及其零件製造業,303 汽車零件製造業,07,128796104
C.製造業,31 其他運輸工具及其零件製造業,311 船舶及浮動設施製造業,07,12366349
C.製造業,31 其他運輸工具及其零件製造業,312 機車及其零件製造業,07,25880372
C.製造業,31 其他運輸工具及其零件製造業,313 自行車及其零件製造業,07,37364264
C.製造業,31 其他運輸工具及其零件製造業,319 未分類其他運輸工具及其零件製造業,07,33580167
C.製造業,32 家具製造業,321 非金屬家具製造業,07,8080420
C.製造業,32 家具製造業,322 金屬家具製造業,07,6964260
C.製造業,33 其他製造業,331 育樂用品製造業,07,26499917
C.製造業,33 其他製造業,332 醫療器材及用品製造業,07,45060903
C.製造業,33 其他製造業,339 未分類其他製造業,07,20345540
C.製造業,34 產業用機械設備維修及安裝業,,07,19252078
D.電力及燃氣供應業,35 電力及燃氣供應業,351 電力供應業,07,10499731
D.電力及燃氣供應業,35 電力及燃氣供應業,352 氣體燃料供應業,07,44779442
D.電力及燃氣供應業,35 電力及燃氣供應業,353 蒸汽供應業,07,136003
E.用水供應及污染整治業,36 用水供應業,,07,95522227
E.用水供應及污染整治業,37 廢水及污水處理業,,07,3618470
E.用水供應及污染整治業,38 廢棄物清除、處理及資源回收處理業,381 廢棄物清除業,07,1943114
E.用水供應及污染整治業,38 廢棄物清除、處理及資源回收處理業,382 廢棄物處理業,07,5984700
E.用水供應及污染整治業,38 廢棄物清除、處理及資源回收處理業,383 資源回收處理業,07,8843655
E.用水供應及污染整治業,39 污染整治業,,07,299705
F.營建工程業,41 建築工程業,,07,31574524
F.營建工程業,42 土木工程業,421 道路工程業,07,9045597
F.營建工程業,42 土木工程業,422 公用事業設施工程業,07,12410698
F.營建工程業,42 土木工程業,429 其他土木工程業,07,1635673
F.營建工程業,43 專門營造業,431 整地、基礎及結構工程業,07,1380606
F.營建工程業,43 專門營造業,432 庭園景觀工程業,07,223763
F.營建工程業,43 專門營造業,433 機電、管道及其他建築設備安裝業,07,6283026
F.營建工程業,43 專門營造業,434 建物完工裝修工程業,07,1590652
F.營建工程業,43 專門營造業,439 其他專門營造業,07,2539640
G.批發及零售業,45 批發業,451 商品批發經紀業,07,5180547
G.批發及零售業,45 批發業,452 綜合商品批發業,07,11635395
G.批發及零售業,45 批發業,453 農產原料及活動物批發業,07,14650629
G.批發及零售業,45 批發業,454 食品、飲料及菸草製品批發業,07,48726728
G.批發及零售業,45 批發業,455 布疋及服飾品批發業,07,7764304
G.批發及零售業,45 批發業,456 家用器具及用品批發業,07,12095349
G.批發及零售業,45 批發業,457 藥品、醫療用品及化粧品批發業,07,7082163
G.批發及零售業,45 批發業,458 文教育樂用品批發業,07,3092833
G.批發及零售業,45 批發業,461 建材批發業,07,22839816
G.批發及零售業,45 批發業,462 化學原材料及其製品批發業,07,13200845
G.批發及零售業,45 批發業,463 燃料及相關產品批發業,07,3103890
G.批發及零售業,45 批發業,464 機械器具批發業,07,26691500
G.批發及零售業,45 批發業,465 汽機車及其零配件、用品批發業,07,7173091
G.批發及零售業,45 批發業,469 其他專賣批發業,07,11207008
G.批發及零售業,47 零售業,471 綜合商品零售業,07,339519393
G.批發及零售業,47 零售業,472 食品、飲料及菸草製品零售業,07,40999940
G.批發及零售業,47 零售業,473 布疋及服飾品零售業,07,15440810
G.批發及零售業,47 零售業,474 家用器具及用品零售業,07,13517763
G.批發及零售業,47 零售業,475 藥品、醫療用品及化粧品零售業,07,8703766
G.批發及零售業,47 零售業,476 文教育樂用品零售業,07,5556116
G.批發及零售業,47 零售業,481 建材零售業,07,1952813
G.批發及零售業,47 零售業,482 燃料及相關產品零售業,07,6686785
G.批發及零售業,47 零售業,483 資訊及通訊設備零售業,07,10426894
G.批發及零售業,47 零售業,484 汽機車及其零配件、用品零售業,07,17102072
G.批發及零售業,47 零售業,485 其他專賣零售業,07,7038823
G.批發及零售業,47 零售業,486 零售攤販,07,108881
G.批發及零售業,47 零售業,487 其他非店面零售業,07,4146052
H.運輸及倉儲業,49 陸上運輸業,491 鐵路運輸業,07,122273691
H.運輸及倉儲業,49 陸上運輸業,492 大眾捷運系統運輸業,07,98952345
H.運輸及倉儲業,49 陸上運輸業,493 汽車客運業,07,2247346
H.運輸及倉儲業,49 陸上運輸業,494 汽車貨運業,07,7225205
H.運輸及倉儲業,49 陸上運輸業,499 其他陸上運輸業,07,84060
H.運輸及倉儲業,50 水上運輸業,501 海洋水運業,07,1951008
H.運輸及倉儲業,50 水上運輸業,502 內河及湖泊水運業,07,0
H.運輸及倉儲業,51 航空運輸業,,07,6388600
H.運輸及倉儲業,52 運輸輔助業,521 報關業,07,2295414
H.運輸及倉儲業,52 運輸輔助業,522 船務代理業,07,139124
H.運輸及倉儲業,52 運輸輔助業,523 貨運承攬業,07,3314566
H.運輸及倉儲業,52 運輸輔助業,524 陸上運輸輔助業,07,22766447
H.運輸及倉儲業,52 運輸輔助業,525 水上運輸輔助業,07,18014438
H.運輸及倉儲業,52 運輸輔助業,526 航空運輸輔助業,07,33283167
H.運輸及倉儲業,52 運輸輔助業,529 其他運輸輔助業,07,10026358
H.運輸及倉儲業,53 倉儲業,,07,58736844
H.運輸及倉儲業,54 郵政及快遞業,541 郵政業,07,3150273
H.運輸及倉儲業,54 郵政及快遞業,542 快遞業,07,5110607
I.住宿及餐飲業,55 住宿業,551 短期住宿業,07,204031029
I.住宿及餐飲業,55 住宿業,559 其他住宿業,07,150080
I.住宿及餐飲業,56 餐飲業,561 餐食業,07,115518899
I.住宿及餐飲業,56 餐飲業,562 外燴及團膳承包業,07,6924472
I.住宿及餐飲業,56 餐飲業,563 飲料業,07,6758698
J.出版、影音製作、傳播及資通訊服務業,58 出版業,581 新聞、雜誌、期刊、書籍及其他出版業,07,4388286
J.出版、影音製作、傳播及資通訊服務業,58 出版業,582 軟體出版業,07,289777
J.出版、影音製作、傳播及資通訊服務業,59 影片及電視節目業；聲音錄製及音樂發行業,591 影片及電視節目業,07,9891849
J.出版、影音製作、傳播及資通訊服務業,59 影片及電視節目業；聲音錄製及音樂發行業,592 聲音錄製及音樂發行業,07,216313
J.出版、影音製作、傳播及資通訊服務業,60 廣播、電視節目編排及傳播業,601 廣播業,07,7802947
J.出版、影音製作、傳播及資通訊服務業,60 廣播、電視節目編排及傳播業,602 電視節目編排及傳播業,07,10983002
J.出版、影音製作、傳播及資通訊服務業,61 電信業,,07,130081524
J.出版、影音製作、傳播及資通訊服務業,62 電腦程式設計、諮詢及相關服務業,,07,5052156
J.出版、影音製作、傳播及資通訊服務業,63 資訊服務業,"631 入口網站經營、資料處理、
      主機及網站代管服務業",07,50333558
J.出版、影音製作、傳播及資通訊服務業,63 資訊服務業,639 其他資訊服務業,07,316635
K.金融及保險業,64 金融服務業,641 貨幣中介業,07,85733414
K.金融及保險業,64 金融服務業,642 控股業,07,1746750
K.金融及保險業,64 金融服務業,643 信託、基金及類似金融實體,07,892014
K.金融及保險業,64 金融服務業,649 其他金融服務業,07,3084654
K.金融及保險業,65 保險業,651 人身保險業,07,37202466
K.金融及保險業,65 保險業,652 財產保險業,07,3196495
K.金融及保險業,65 保險業,653 再保險業,07,0
K.金融及保險業,65 保險業,654 退休基金,07,0
K.金融及保險業,65 保險業,655 保險輔助業,07,728199
K.金融及保險業,66 證券期貨及金融輔助業,661 證券業,07,7557825
K.金融及保險業,66 證券期貨及金融輔助業,662 期貨業,07,167572
K.金融及保險業,66 證券期貨及金融輔助業,664 基金管理業,07,232940
K.金融及保險業,66 證券期貨及金融輔助業,669 其他金融輔助業,07,2970094
L.不動產業,67 不動產開發業,,07,47843811
L.不動產業,68 不動產經營及相關服務業,681 不動產經營業,07,47156077
L.不動產業,68 不動產經營及相關服務業,689 其他不動產業,07,7450523
M.專業、科學及技術服務業,69 法律及會計服務業,691 法律服務業,07,3324256
M.專業、科學及技術服務業,69 法律及會計服務業,692 會計服務業,07,1238509
M.專業、科學及技術服務業,70 企業總管理機構及管理顧問業,701 企業總管理機構,07,45710643
M.專業、科學及技術服務業,70 企業總管理機構及管理顧問業,702 管理顧問業,07,4541630
M.專業、科學及技術服務業,71 建築、工程服務及技術檢測、分析服務業,711 建築、工程服務及相關技術顧問業,07,6805062
M.專業、科學及技術服務業,71 建築、工程服務及技術檢測、分析服務業,712 技術檢測及分析服務業,07,9914234
M.專業、科學及技術服務業,72 研究發展服務業,721 自然及工程科學研究發展服務業,07,11127301
M.專業、科學及技術服務業,72 研究發展服務業,722 社會及人文科學研究發展服務業,07,119760
M.專業、科學及技術服務業,72 研究發展服務業,723 綜合研究發展服務業,07,9861694
M.專業、科學及技術服務業,73 廣告業及市場研究業,731 廣告業,07,919458
M.專業、科學及技術服務業,73 廣告業及市場研究業,732 市場研究及民意調查業,07,145920
M.專業、科學及技術服務業,74 專門設計業,,07,743903
M.專業、科學及技術服務業,75 獸醫業,,07,572136
M.專業、科學及技術服務業,76 其他專業、科學及技術服務業,,07,3412451
N.支援服務業,77 租賃業,771 機械設備租賃業,07,1284970
N.支援服務業,77 租賃業,772 運輸工具租賃業,07,151382
N.支援服務業,77 租賃業,773 個人及家庭用品租賃業,07,13913093
N.支援服務業,77 租賃業,774 智慧財產租賃業,07,39657
N.支援服務業,78 人力仲介及供應業,781 人力仲介業,07,1477188
N.支援服務業,78 人力仲介及供應業,782 人力供應業,07,597856
N.支援服務業,79 旅行及相關服務業,,07,2600435
N.支援服務業,80 保全及偵探業,,07,1162130
N.支援服務業,81 建築物及綠化服務業,811 複合支援服務業,07,323934
N.支援服務業,81 建築物及綠化服務業,812 清潔服務業,07,26241967
N.支援服務業,81 建築物及綠化服務業,813 綠化服務業,07,53544
N.支援服務業,82 行政支援服務業,,07,3191474
O.公共行政及國防；強制性社會安全,83 公共行政及國防；強制性社會安全,831 公共行政,07,125711919
O.公共行政及國防；強制性社會安全,83 公共行政及國防；強制性社會安全,832 國防事務,07,83162236
O.公共行政及國防；強制性社會安全,83 公共行政及國防；強制性社會安全,833 強制性社會安全事務,07,1264444
O.公共行政及國防；強制性社會安全,84 國際組織及外國機構,,07,1381798
P.教育業,85 教育業,851 學前教育,07,3269726
P.教育業,85 教育業,852 小學教育,07,18842443
P.教育業,85 教育業,853 國民中學教育,07,25777584
P.教育業,85 教育業,854 高級中等教育,07,31843837
P.教育業,85 教育業,855 大專校院,07,185391737
P.教育業,85 教育業,856 特殊教育學校,07,75288
P.教育業,85 教育業,858 教育輔助業,07,25503
P.教育業,85 教育業,859 其他教育業,07,23629146
Q.醫療保健及社會工作服務業,86 醫療保健業,861 醫院,07,254860749
Q.醫療保健及社會工作服務業,86 醫療保健業,862 診所,07,21877881
Q.醫療保健及社會工作服務業,86 醫療保健業,869 其他醫療保健業,07,16468988
Q.醫療保健及社會工作服務業,87 居住型照顧服務業,,07,25589422
Q.醫療保健及社會工作服務業,88 其他社會工作服務業,,07,11346272
R.藝術、娛樂及休閒服務業,90 創作及藝術表演業,901 創作業,07,659624
R.藝術、娛樂及休閒服務業,90 創作及藝術表演業,902 藝術表演業,07,1015680
R.藝術、娛樂及休閒服務業,90 創作及藝術表演業,903 創作及藝術表演輔助業,07,7110284
R.藝術、娛樂及休閒服務業,91 圖書館、檔案保存、博物館及類似機構,,07,19321759
R.藝術、娛樂及休閒服務業,92 博弈業,,07,88724
R.藝術、娛樂及休閒服務業,93 運動、娛樂及休閒服務業,931 運動服務業,07,30446412
R.藝術、娛樂及休閒服務業,93 運動、娛樂及休閒服務業,932 娛樂及休閒服務業,07,40707179
S.其他服務業,94 宗教、職業及類似組織,941 宗教組織,07,5645431
S.其他服務業,94 宗教、職業及類似組織,942 職業團體,07,540214
S.其他服務業,94 宗教、職業及類似組織,949 其他組織,07,35616028
S.其他服務業,95 個人及家庭用品維修業,951 汽車維修及美容業,07,5524742
S.其他服務業,95 個人及家庭用品維修業,952 電腦、通訊傳播設備及電子產品維修業,07,347435
S.其他服務業,95 個人及家庭用品維修業,959 其他個人及家庭用品維修業,07,353111
S.其他服務業,96 未分類其他服務業,961 洗衣業,07,5597147
S.其他服務業,96 未分類其他服務業,962 美髮及美容美體業,07,7272824
S.其他服務業,96 未分類其他服務業,963 殯葬及相關服務業,07,4938828
S.其他服務業,96 未分類其他服務業,964 家事服務業,07,24636
S.其他服務業,96 未分類其他服務業,969 其他個人服務業,07,4785878
T.家庭(住宅用),97 住宅與公共設施,,07,211803368
U.其他不能歸類,98 其他不能歸類,,07,84331469
A.農、林、漁、牧業,01 農、牧業,011 農作物栽培業,08,46488177
A.農、林、漁、牧業,01 農、牧業,012 畜牧業,08,68244034
A.農、林、漁、牧業,01 農、牧業,013 農事及畜牧服務業,08,68010518
A.農、林、漁、牧業,02 林業,021 林業,08,184807
A.農、林、漁、牧業,03 漁業,031 漁撈業,08,162568
A.農、林、漁、牧業,03 漁業,032 水產養殖業,08,91926922
B.礦業及土石採取業,05 石油及天然氣礦業,,08,2083403
B.礦業及土石採取業,06 砂、石採取及其他礦業,,08,17499468
C.製造業,08 食品及飲料製造業,081 肉類加工及保藏業,08,39535256
C.製造業,08 食品及飲料製造業,082 水產加工及保藏業,08,17985200
C.製造業,08 食品及飲料製造業,083 蔬果加工及保藏業,08,18731394
C.製造業,08 食品及飲料製造業,084 動植物油脂製造業,08,13978538
C.製造業,08 食品及飲料製造業,085 乳品製造業,08,22985081
C.製造業,08 食品及飲料製造業,086 碾榖、磨粉及澱粉製品製造業,08,21836686
C.製造業,08 食品及飲料製造業,087 動物飼品製造業,08,35926569
C.製造業,08 食品及飲料製造業,089 其他食品製造業,08,163337329
C.製造業,09 飲料製造業,091 酒精飲料製造業,08,12857814
C.製造業,09 飲料製造業,092 非酒精飲料製造業,08,32537766
C.製造業,10 菸草製造業,,08,5117739
C.製造業,11 紡織業,111 紡紗業,08,139704385
C.製造業,11 紡織業,112 織布業,08,209691272
C.製造業,11 紡織業,113 不織布業,08,29683761
C.製造業,11 紡織業,114 染整業,08,69132313
C.製造業,11 紡織業,115 紡織品製造業,08,26568906
C.製造業,12 成衣及服飾品製造業,121 成衣製造業,08,16612671
C.製造業,12 成衣及服飾品製造業,123 服飾品製造業,08,4784227
C.製造業,13 皮革、毛皮及其製品製造業,,08,13895996
C.製造業,14 木竹製品製造業,,08,11904968
C.製造業,15 紙漿、紙及紙製品製造業,151 紙漿、紙及紙板製造業,08,90498084
C.製造業,15 紙漿、紙及紙製品製造業,152 瓦楞紙板及紙容器製造業,08,34134213
C.製造業,15 紙漿、紙及紙製品製造業,153 其他紙製品製造業,08,32243645
C.製造業,16 印刷及資料儲存媒體複製業,,08,46522064
C.製造業,17 石油及煤製品製造業,,08,146877512
C.製造業,18 化學原材料、肥料、氮化合物、塑橡膠原料及人造纖維,181 化學原材料製造業,08,449359275
C.製造業,18 化學原材料、肥料、氮化合物、塑橡膠原料及人造纖維,183 肥料及氮化合物製造業,08,14110209
C.製造業,18 化學原材料、肥料、氮化合物、塑橡膠原料及人造纖維,184 塑膠及合成橡膠原料製造業,08,204709951
C.製造業,18 化學原材料、肥料、氮化合物、塑橡膠原料及人造纖維,185 人造纖維製造業,08,132734974
C.製造業,19 其他化學製品製造業,191 農藥及環境用藥製造業,08,5328243
C.製造業,19 其他化學製品製造業,192 塗料、染料及顏料製造業,08,20016622
C.製造業,19 其他化學製品製造業,193 清潔用品及化粧品製造業,08,14671151
C.製造業,19 其他化學製品製造業,199 未分類其他化學製品製造業,08,93605467
C.製造業,20 藥品及醫用化學製品製造業,,08,79945372
C.製造業,21 橡膠製品製造業,,08,91763204
C.製造業,22 塑膠製品製造業,,08,464283554
C.製造業,23 非金屬礦物製品製造業,231 玻璃及其製品製造業,08,257884133
C.製造業,23 非金屬礦物製品製造業,232 耐火、黏土建材及其他陶瓷製品製造業,08,33223988
C.製造業,23 非金屬礦物製品製造業,233 水泥及其製品製造業,08,131461622
C.製造業,23 非金屬礦物製品製造業,234 石材製品製造業,08,9963459
C.製造業,23 非金屬礦物製品製造業,239 其他非金屬礦物製品製造業,08,38320131
C.製造業,24 基本金屬製造業,241 鋼鐵製造業,08,883313638
C.製造業,24 基本金屬製造業,242 鋁製造業,08,71384737
C.製造業,24 基本金屬製造業,243 銅製造業,08,93588794
C.製造業,24 基本金屬製造業,249 其他基本金屬製造業,08,29645683
C.製造業,25 金屬製品製造業,251 金屬刀具、手工具及模具製造業,08,101459426
C.製造業,25 金屬製品製造業,252 金屬結構及建築組件製造業,08,70929250
C.製造業,25 金屬製品製造業,253 金屬容器製造業,08,14463077
